qseqid	sseqid	identity	length	mismatch	gaps	qstart	qend	sstart	send	evalue	bitscore	sscinames
APCG01004040.1	UniRef50_Q7PUN2	99.2	131	1	0	1	393	22	152	2.50E-65	255.8	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCG01004040.1	UniRef50_UPI00237C199B	98.5	131	2	0	1	393	98	228	5.50E-65	254.6	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCG01004040.1	UniRef50_A0A182UDV6	97	132	4	0	1	396	390	521	8.00E-64	250.8	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
APCG01004040.1	UniRef50_UPI0020FFD448	97	132	4	0	1	396	205	336	8.00E-64	250.8	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCG01004040.1	UniRef50_Q7PUQ6	97	132	4	0	1	396	98	229	8.00E-64	250.8	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
AXCP01000620.1	UniRef50_A0A3Q0JF84	100	64	0	0	1	192	2293	2356	2.20E-27	128.6	UniRef50_A0A3Q0JF84 LOW QUALITY PROTEIN: uncharacterized protein LOC103519968 n=6 Tax=Eukaryota TaxID=2759 RepID=A0A3Q0JF84_DIACI
AXCP01000620.1	UniRef50_P62975	100	64	0	0	1	192	13	76	2.20E-27	128.6	UniRef50_P62975 Ubiquitin n=67 Tax=root TaxID=1 RepID=UBIQ_RABIT
AXCP01000620.1	UniRef50_A0A8J6L7V4	100	64	0	0	1	192	13	76	2.20E-27	128.6	UniRef50_A0A8J6L7V4 Ubiquitin-ribosomal protein eL40 fusion protein n=2 Tax=Protostomia TaxID=33317 RepID=A0A8J6L7V4_TENMO
AXCP01000620.1	UniRef50_P62972	100	64	0	0	1	192	104	167	2.20E-27	128.6	UniRef50_P62972 Polyubiquitin (Fragment) n=258 Tax=cellular organisms TaxID=131567 RepID=UBIQP_XENLA
AXCP01000620.1	UniRef50_A0A803J2T3	100	64	0	0	1	192	925	988	2.20E-27	128.6	UniRef50_A0A803J2T3 Ubiquitin-like domain-containing protein n=29 Tax=Bilateria TaxID=33213 RepID=A0A803J2T3_XENTR
ATLV01026872.1	UniRef50_A0A087RB55	98.7	79	1	0	7	243	5	83	1.30E-35	156.4	UniRef50_A0A087RB55 Ubiquitin-40S ribosomal protein S27a (Fragment) n=6 Tax=root TaxID=1 RepID=A0A087RB55_APTFO
ATLV01026872.1	UniRef50_A0A3P9ITX2	100	78	0	0	10	243	37	114	2.10E-35	155.6	UniRef50_A0A3P9ITX2 Ubiquitin-like domain-containing protein n=4 Tax=Bilateria TaxID=33213 RepID=A0A3P9ITX2_ORYLA
ATLV01026872.1	UniRef50_A0A6A4T6T4	100	77	0	0	13	243	1659	1735	8.10E-35	153.7	UniRef50_A0A6A4T6T4 Uncharacterized protein n=4 Tax=root TaxID=1 RepID=A0A6A4T6T4_SCOMX
ATLV01026872.1	UniRef50_A0A0V0Z8L6	96.2	80	3	0	1	240	8	87	8.10E-35	153.7	UniRef50_A0A0V0Z8L6 Polyubiquitin-B n=35 Tax=Trichinella TaxID=6333 RepID=A0A0V0Z8L6_9BILA
ATLV01026872.1	UniRef50_F7IUE6	100	77	0	0	13	243	989	1065	8.10E-35	153.7	UniRef50_F7IUE6 AGAP001971-PA n=11 Tax=Bilateria TaxID=33213 RepID=F7IUE6_ANOGA
ATLZ01020890.1	UniRef50_A0A8C9Y6K9	92	87	7	0	22	282	45	131	1.10E-35	156.8	UniRef50_A0A8C9Y6K9 Ubiquitin B n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A8C9Y6K9_SANLU
ATLZ01020890.1	UniRef50_A0A673SRK3	86.5	96	2	1	31	285	65	160	1.10E-35	156.8	UniRef50_A0A673SRK3 Ubiquitin-ribosomal protein eS31 fusion protein n=3 Tax=Boreoeutheria TaxID=1437010 RepID=A0A673SRK3_SURSU
ATLZ01020890.1	UniRef50_A0A9Q1I813	96.4	83	3	0	37	285	384	466	1.50E-35	156.4	UniRef50_A0A9Q1I813 Ubiquitin carboxyl extension protein 80 n=10 Tax=cellular organisms TaxID=131567 RepID=A0A9Q1I813_CONCO
ATLZ01020890.1	UniRef50_A0A1E1WLD9	96.3	81	3	0	40	282	24	104	1.90E-35	156	UniRef50_A0A1E1WLD9 Ubiquitin-like domain-containing protein n=1 Tax=Pectinophora gossypiella TaxID=13191 RepID=A0A1E1WLD9_PECGO
ATLZ01020890.1	UniRef50_A0A6L2Q0C9	94	83	5	0	34	282	25	107	2.50E-35	155.6	UniRef50_A0A6L2Q0C9 Ubiquitin-like domain-containing protein n=7 Tax=Metazoa TaxID=33208 RepID=A0A6L2Q0C9_COPFO
ATLZ01020012.1	UniRef50_A0A0V0Z8L6	98.7	79	1	0	34	270	9	87	1.10E-35	156.8	UniRef50_A0A0V0Z8L6 Polyubiquitin-B n=35 Tax=Trichinella TaxID=6333 RepID=A0A0V0Z8L6_9BILA
ATLZ01020012.1	UniRef50_A0A1E1WLD9	97.5	80	2	0	31	270	25	104	2.40E-35	155.6	UniRef50_A0A1E1WLD9 Ubiquitin-like domain-containing protein n=1 Tax=Pectinophora gossypiella TaxID=13191 RepID=A0A1E1WLD9_PECGO
ATLZ01020012.1	UniRef50_A0A8D1CWH3	92.9	84	6	0	19	270	164	247	2.40E-35	155.6	UniRef50_A0A8D1CWH3 Ubiquitin-like domain-containing protein n=3 Tax=Sus scrofa TaxID=9823 RepID=A0A8D1CWH3_PIG
ATLZ01020012.1	UniRef50_A0A087RB55	100	78	0	0	37	270	5	82	3.10E-35	155.2	UniRef50_A0A087RB55 Ubiquitin-40S ribosomal protein S27a (Fragment) n=6 Tax=root TaxID=1 RepID=A0A087RB55_APTFO
ATLZ01020012.1	UniRef50_A0A498MCC2	96.3	81	3	0	28	270	281	361	4.00E-35	154.8	UniRef50_A0A498MCC2 Ubiquitin-ribosomal protein eL40 fusion protein n=2 Tax=Labeo rohita TaxID=84645 RepID=A0A498MCC2_LABRO
AXCK02026585.1	UniRef50_A0A974I4D3	91.8	61	5	0	31	213	36	96	1.50E-21	109.4	UniRef50_A0A974I4D3 Ubiquitin-ribosomal protein eL40 fusion protein n=9 Tax=Tetrapoda TaxID=32523 RepID=A0A974I4D3_XENLA
AXCK02026585.1	UniRef50_A0A6J2NC17	96.4	55	2	0	49	213	33	87	2.60E-21	108.6	UniRef50_A0A6J2NC17 Polyubiquitin-B isoform X1 n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A6J2NC17_9CHIR
AXCK02026585.1	UniRef50_A0A8T0ABB4	83.6	67	11	0	13	213	590	656	3.40E-21	108.2	UniRef50_A0A8T0ABB4 Ubiquitin-like domain-containing protein n=6 Tax=Bilateria TaxID=33213 RepID=A0A8T0ABB4_SILME
AXCK02026585.1	UniRef50_UPI0024BEDB20	83.8	68	10	1	13	213	516	583	4.50E-21	107.8	UniRef50_UPI0024BEDB20 polyubiquitin-B isoform X2 n=1 Tax=Pseudoliparis swirei TaxID=2059687 RepID=UPI0024BEDB20
AXCK02026585.1	UniRef50_A0A7K9PAJ3	83.8	68	10	1	13	213	136	203	7.60E-21	107.1	UniRef50_A0A7K9PAJ3 UBB protein (Fragment) n=1 Tax=Pachycephala philippinensis TaxID=449367 RepID=A0A7K9PAJ3_9CORV
AXCK02005055.1	UniRef50_A0A3Q0JF84	100	69	0	0	1	207	2288	2356	3.00E-30	138.3	UniRef50_A0A3Q0JF84 LOW QUALITY PROTEIN: uncharacterized protein LOC103519968 n=6 Tax=Eukaryota TaxID=2759 RepID=A0A3Q0JF84_DIACI
AXCK02005055.1	UniRef50_P62975	100	69	0	0	1	207	8	76	3.00E-30	138.3	UniRef50_P62975 Ubiquitin n=67 Tax=root TaxID=1 RepID=UBIQ_RABIT
AXCK02005055.1	UniRef50_A0A8J6L7V4	100	69	0	0	1	207	8	76	3.00E-30	138.3	UniRef50_A0A8J6L7V4 Ubiquitin-ribosomal protein eL40 fusion protein n=2 Tax=Protostomia TaxID=33317 RepID=A0A8J6L7V4_TENMO
AXCK02005055.1	UniRef50_P62972	100	69	0	0	1	207	99	167	3.00E-30	138.3	UniRef50_P62972 Polyubiquitin (Fragment) n=258 Tax=cellular organisms TaxID=131567 RepID=UBIQP_XENLA
AXCK02005055.1	UniRef50_A0A803J2T3	100	69	0	0	1	207	920	988	3.00E-30	138.3	UniRef50_A0A803J2T3 Ubiquitin-like domain-containing protein n=29 Tax=Bilateria TaxID=33213 RepID=A0A803J2T3_XENTR
ALPR02000154.1	UniRef50_UPI00237C199B	87.3	55	7	0	1	165	103	157	6.10E-18	97.1	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
ALPR02000154.1	UniRef50_A0A182JGX5	87.3	55	7	0	1	165	27	81	6.10E-18	97.1	UniRef50_A0A182JGX5 ribonuclease P n=2 Tax=Anopheles TaxID=7164 RepID=A0A182JGX5_ANOAO
ALPR02000154.1	UniRef50_Q7PUN2	87.3	55	7	0	1	165	27	81	6.10E-18	97.1	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
ALPR02000154.1	UniRef50_A0A182MWD4	94	50	3	0	1	150	61	110	8.00E-18	96.7	UniRef50_A0A182MWD4 Ubiquitin-like domain-containing protein n=2 Tax=Anopheles TaxID=7164 RepID=A0A182MWD4_9DIPT
ALPR02000154.1	UniRef50_A0A084VHL4	92	50	4	0	1	150	103	152	1.00E-17	96.3	UniRef50_A0A084VHL4 Ubiquitin-like domain-containing protein n=8 Tax=Eukaryota TaxID=2759 RepID=A0A084VHL4_ANOSI
JXXB01014831.1	UniRef50_A0A7R8UGP6	82	61	9	1	1	177	186	246	3.30E-17	94.7	UniRef50_A0A7R8UGP6 Ubiquitin-like domain-containing protein n=2 Tax=Protostomia TaxID=33317 RepID=A0A7R8UGP6_HERIL
JXXB01014831.1	UniRef50_UPI0007AD18E7	82	61	9	1	1	177	34	94	3.30E-17	94.7	UniRef50_UPI0007AD18E7 polyubiquitin-B-like isoform X1 n=1 Tax=Sinocyclocheilus grahami TaxID=75366 RepID=UPI0007AD18E7
JXXB01014831.1	UniRef50_A0AA40GEU9	82	61	9	1	1	177	110	170	5.60E-17	94	UniRef50_A0AA40GEU9 Polyubiquitin-A n=1 Tax=Melipona bicolor TaxID=60889 RepID=A0AA40GEU9_9HYME
JXXB01014831.1	UniRef50_A0A8H7RTJ7	81	58	10	1	1	174	110	166	7.30E-17	93.6	UniRef50_A0A8H7RTJ7 Polyubiquitin n=15 Tax=Opisthokonta TaxID=33154 RepID=A0A8H7RTJ7_9FUNG
JXXB01014831.1	UniRef50_A0A8R7R9J6	80.3	61	10	1	1	177	34	94	9.50E-17	93.2	UniRef50_A0A8R7R9J6 Ubiquitin-like domain-containing protein n=3 Tax=Eukaryota TaxID=2759 RepID=A0A8R7R9J6_TRIUA
AXCM01002550.1	UniRef50_A0A7R8UGP6	86.3	51	7	0	1	153	264	314	1.30E-15	89.4	UniRef50_A0A7R8UGP6 Ubiquitin-like domain-containing protein n=2 Tax=Protostomia TaxID=33317 RepID=A0A7R8UGP6_HERIL
AXCM01002550.1	UniRef50_A0A6A4T6T4	100	42	0	0	1	126	1694	1735	4.80E-15	87.4	UniRef50_A0A6A4T6T4 Uncharacterized protein n=4 Tax=root TaxID=1 RepID=A0A6A4T6T4_SCOMX
AXCM01002550.1	UniRef50_A0A9P0TE24	100	42	0	0	1	126	1024	1065	4.80E-15	87.4	UniRef50_A0A9P0TE24 Ubiquitin-like domain-containing protein n=10 Tax=Bilateria TaxID=33213 RepID=A0A9P0TE24_PIEBR
AXCM01002550.1	UniRef50_F7IUE6	100	42	0	0	1	126	1024	1065	4.80E-15	87.4	UniRef50_F7IUE6 AGAP001971-PA n=11 Tax=Bilateria TaxID=33213 RepID=F7IUE6_ANOGA
AXCM01002550.1	UniRef50_A0A5D6YEW3	100	42	0	0	1	126	989	1030	4.80E-15	87.4	UniRef50_A0A5D6YEW3 Ubiquitin-like domain-containing protein n=59 Tax=Eukaryota TaxID=2759 RepID=A0A5D6YEW3_9STRA
AAAB01008963.1	UniRef50_A0A0L7LL12	90	40	4	0	1	120	34	73	3.60E-12	78.2	UniRef50_A0A0L7LL12 EF-hand domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A0L7LL12_OPEBR
AAAB01008963.1	UniRef50_A0A2A4JIT8	94.6	37	2	0	1	111	9	45	6.10E-12	77.4	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
AAAB01008963.1	UniRef50_A0A922CHD7	94.6	37	2	0	1	111	9	45	6.10E-12	77.4	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
AAAB01008963.1	UniRef50_O97102	94.6	37	2	0	1	111	10	46	1.00E-11	76.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
AAAB01008963.1	UniRef50_B4MZ19	94.6	37	2	0	1	111	10	46	1.00E-11	76.6	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
AAAB01008859.1	UniRef50_Q9W2S2	97.7	86	2	0	1	258	31	116	6.20E-41	174.1	UniRef50_Q9W2S2 Autophagy-related 8a, isoform A n=55 Tax=Bilateria TaxID=33213 RepID=Q9W2S2_DROME
AAAB01008859.1	UniRef50_X2JJA8	97.7	86	2	0	1	258	6	91	6.20E-41	174.1	UniRef50_X2JJA8 Autophagy-related 8a, isoform B n=26 Tax=Protostomia TaxID=33317 RepID=X2JJA8_DROME
AAAB01008859.1	UniRef50_A0A8S1E496	95.3	86	4	0	1	258	348	433	4.00E-40	171.4	UniRef50_A0A8S1E496 Uncharacterized protein n=1 Tax=Cloeon dipterum TaxID=197152 RepID=A0A8S1E496_9INSE
AAAB01008859.1	UniRef50_A0A8S1CFF2	95.3	85	4	0	1	255	778	862	2.00E-39	169.1	UniRef50_A0A8S1CFF2 Exocyst complex component Sec6 n=6 Tax=Pterygota TaxID=7496 RepID=A0A8S1CFF2_9INSE
AAAB01008859.1	UniRef50_A0A834NTK4	93	86	6	0	1	258	584	669	2.00E-39	169.1	UniRef50_A0A834NTK4 Uncharacterized protein n=1 Tax=Vespula germanica TaxID=30212 RepID=A0A834NTK4_VESGE
AAAB01008963.1	UniRef50_A0A1A9WAF4	72.9	59	15	1	1	177	48	105	2.30E-15	88.6	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
AAAB01008963.1	UniRef50_A0A182IPG7	74.6	59	14	1	1	177	102	159	5.20E-15	87.4	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
AAAB01008963.1	UniRef50_A0A922CHD7	95.2	42	2	0	52	177	46	87	8.90E-15	86.7	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
AAAB01008963.1	UniRef50_O97102	95.2	42	2	0	52	177	47	88	8.90E-15	86.7	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
AAAB01008963.1	UniRef50_B4MZ19	95.2	42	2	0	52	177	47	88	8.90E-15	86.7	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ABKP02022746.1	UniRef50_A0A922CHD7	92.5	80	6	0	19	258	3	82	1.70E-35	156	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
ABKP02022746.1	UniRef50_O97102	88.4	86	7	1	1	258	1	83	3.00E-35	155.2	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ABKP02022746.1	UniRef50_B4MZ19	88.4	86	7	1	1	258	1	83	5.00E-35	154.5	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ABKP02022746.1	UniRef50_A0A182IPG7	87.2	86	9	1	1	258	71	154	1.90E-34	152.5	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
ABKP02022746.1	UniRef50_A0A1A9WAF4	84.9	86	10	1	1	258	18	100	4.70E-33	147.9	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
ABKP02011373.1	UniRef50_A0A1A9WAF4	72.9	59	15	1	1	177	48	105	2.30E-15	88.6	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
ABKP02011373.1	UniRef50_A0A182IPG7	74.6	59	14	1	1	177	102	159	5.20E-15	87.4	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
ABKP02011373.1	UniRef50_A0A922CHD7	95.2	42	2	0	52	177	46	87	8.90E-15	86.7	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
ABKP02011373.1	UniRef50_O97102	95.2	42	2	0	52	177	47	88	8.90E-15	86.7	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ABKP02011373.1	UniRef50_B4MZ19	95.2	42	2	0	52	177	47	88	8.90E-15	86.7	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ADMH02000547.1	UniRef50_Q9W2S2	97.7	86	2	0	1	258	31	116	6.20E-41	174.1	UniRef50_Q9W2S2 Autophagy-related 8a, isoform A n=55 Tax=Bilateria TaxID=33213 RepID=Q9W2S2_DROME
ADMH02000547.1	UniRef50_X2JJA8	97.7	86	2	0	1	258	6	91	6.20E-41	174.1	UniRef50_X2JJA8 Autophagy-related 8a, isoform B n=26 Tax=Protostomia TaxID=33317 RepID=X2JJA8_DROME
ADMH02000547.1	UniRef50_A0A8S1E496	95.3	86	4	0	1	258	348	433	4.00E-40	171.4	UniRef50_A0A8S1E496 Uncharacterized protein n=1 Tax=Cloeon dipterum TaxID=197152 RepID=A0A8S1E496_9INSE
ADMH02000547.1	UniRef50_A0A8S1CFF2	94.3	87	5	0	1	261	778	864	9.00E-40	170.2	UniRef50_A0A8S1CFF2 Exocyst complex component Sec6 n=6 Tax=Pterygota TaxID=7496 RepID=A0A8S1CFF2_9INSE
ADMH02000547.1	UniRef50_A0A834NTK4	93	86	6	0	1	258	584	669	2.00E-39	169.1	UniRef50_A0A834NTK4 Uncharacterized protein n=1 Tax=Vespula germanica TaxID=30212 RepID=A0A834NTK4_VESGE
APCH01000624.1	UniRef50_Q9W2S2	97.7	86	2	0	1	258	31	116	6.20E-41	174.1	UniRef50_Q9W2S2 Autophagy-related 8a, isoform A n=55 Tax=Bilateria TaxID=33213 RepID=Q9W2S2_DROME
APCH01000624.1	UniRef50_X2JJA8	97.7	86	2	0	1	258	6	91	6.20E-41	174.1	UniRef50_X2JJA8 Autophagy-related 8a, isoform B n=26 Tax=Protostomia TaxID=33317 RepID=X2JJA8_DROME
APCH01000624.1	UniRef50_A0A8S1E496	95.3	86	4	0	1	258	348	433	4.00E-40	171.4	UniRef50_A0A8S1E496 Uncharacterized protein n=1 Tax=Cloeon dipterum TaxID=197152 RepID=A0A8S1E496_9INSE
APCH01000624.1	UniRef50_A0A8S1CFF2	95.3	85	4	0	1	255	778	862	2.00E-39	169.1	UniRef50_A0A8S1CFF2 Exocyst complex component Sec6 n=6 Tax=Pterygota TaxID=7496 RepID=A0A8S1CFF2_9INSE
APCH01000624.1	UniRef50_A0A834NTK4	93	86	6	0	1	258	584	669	2.00E-39	169.1	UniRef50_A0A834NTK4 Uncharacterized protein n=1 Tax=Vespula germanica TaxID=30212 RepID=A0A834NTK4_VESGE
APCI01005470.1	UniRef50_X2JJA8	97.7	87	2	0	4	264	5	91	1.70E-41	176	UniRef50_X2JJA8 Autophagy-related 8a, isoform B n=26 Tax=Protostomia TaxID=33317 RepID=X2JJA8_DROME
APCI01005470.1	UniRef50_Q9W2S2	96.6	88	3	0	1	264	29	116	2.90E-41	175.3	UniRef50_Q9W2S2 Autophagy-related 8a, isoform A n=55 Tax=Bilateria TaxID=33213 RepID=Q9W2S2_DROME
APCI01005470.1	UniRef50_A0A8S1E496	94.3	88	5	0	1	264	346	433	1.90E-40	172.6	UniRef50_A0A8S1E496 Uncharacterized protein n=1 Tax=Cloeon dipterum TaxID=197152 RepID=A0A8S1E496_9INSE
APCI01005470.1	UniRef50_A0A8S1CFF2	94.3	87	5	0	1	261	776	862	9.20E-40	170.2	UniRef50_A0A8S1CFF2 Exocyst complex component Sec6 n=6 Tax=Pterygota TaxID=7496 RepID=A0A8S1CFF2_9INSE
APCI01005470.1	UniRef50_A0A833RZ93	90.9	88	8	0	1	264	131	218	9.20E-40	170.2	UniRef50_A0A833RZ93 Autophagy-related protein n=1 Tax=Frieseomelitta varia TaxID=561572 RepID=A0A833RZ93_9HYME
APCJ01000028.1	UniRef50_Q9W2S2	97.7	86	2	0	1	258	31	116	6.20E-41	174.1	UniRef50_Q9W2S2 Autophagy-related 8a, isoform A n=55 Tax=Bilateria TaxID=33213 RepID=Q9W2S2_DROME
APCJ01000028.1	UniRef50_X2JJA8	97.7	86	2	0	1	258	6	91	6.20E-41	174.1	UniRef50_X2JJA8 Autophagy-related 8a, isoform B n=26 Tax=Protostomia TaxID=33317 RepID=X2JJA8_DROME
APCJ01000028.1	UniRef50_A0A8S1E496	95.3	86	4	0	1	258	348	433	4.00E-40	171.4	UniRef50_A0A8S1E496 Uncharacterized protein n=1 Tax=Cloeon dipterum TaxID=197152 RepID=A0A8S1E496_9INSE
APCJ01000028.1	UniRef50_A0A8S1CFF2	94.3	87	5	0	1	261	778	864	9.00E-40	170.2	UniRef50_A0A8S1CFF2 Exocyst complex component Sec6 n=6 Tax=Pterygota TaxID=7496 RepID=A0A8S1CFF2_9INSE
APCJ01000028.1	UniRef50_A0A834NTK4	93	86	6	0	1	258	584	669	2.00E-39	169.1	UniRef50_A0A834NTK4 Uncharacterized protein n=1 Tax=Vespula germanica TaxID=30212 RepID=A0A834NTK4_VESGE
APCK01001148.1	UniRef50_Q9W2S2	97.7	86	2	0	1	258	31	116	6.20E-41	174.1	UniRef50_Q9W2S2 Autophagy-related 8a, isoform A n=55 Tax=Bilateria TaxID=33213 RepID=Q9W2S2_DROME
APCK01001148.1	UniRef50_X2JJA8	97.7	86	2	0	1	258	6	91	6.20E-41	174.1	UniRef50_X2JJA8 Autophagy-related 8a, isoform B n=26 Tax=Protostomia TaxID=33317 RepID=X2JJA8_DROME
APCK01001148.1	UniRef50_A0A8S1E496	95.3	86	4	0	1	258	348	433	4.00E-40	171.4	UniRef50_A0A8S1E496 Uncharacterized protein n=1 Tax=Cloeon dipterum TaxID=197152 RepID=A0A8S1E496_9INSE
APCK01001148.1	UniRef50_A0A8S1CFF2	94.3	87	5	0	1	261	778	864	9.00E-40	170.2	UniRef50_A0A8S1CFF2 Exocyst complex component Sec6 n=6 Tax=Pterygota TaxID=7496 RepID=A0A8S1CFF2_9INSE
APCK01001148.1	UniRef50_A0A834NTK4	93	86	6	0	1	258	584	669	2.00E-39	169.1	UniRef50_A0A834NTK4 Uncharacterized protein n=1 Tax=Vespula germanica TaxID=30212 RepID=A0A834NTK4_VESGE
APCM01021163.1	UniRef50_Q7PUN2	98	50	1	0	1	150	182	231	3.90E-19	100.9	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCM01021163.1	UniRef50_UPI00237C199B	96	50	2	0	1	150	106	155	5.00E-19	100.5	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCM01021163.1	UniRef50_A0A182JGX5	96	50	2	0	1	150	30	79	5.00E-19	100.5	UniRef50_A0A182JGX5 ribonuclease P n=2 Tax=Anopheles TaxID=7164 RepID=A0A182JGX5_ANOAO
APCM01021163.1	UniRef50_A0A182MWD4	98	49	1	0	1	147	64	112	8.60E-19	99.8	UniRef50_A0A182MWD4 Ubiquitin-like domain-containing protein n=2 Tax=Anopheles TaxID=7164 RepID=A0A182MWD4_9DIPT
APCM01021163.1	UniRef50_A0A182UDV6	94	50	3	0	1	150	398	447	2.50E-18	98.2	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
ATLV01026002.1	UniRef50_Q9W2S2	97.7	86	2	0	1	258	31	116	6.20E-41	174.1	UniRef50_Q9W2S2 Autophagy-related 8a, isoform A n=55 Tax=Bilateria TaxID=33213 RepID=Q9W2S2_DROME
ATLV01026002.1	UniRef50_X2JJA8	97.7	86	2	0	1	258	6	91	6.20E-41	174.1	UniRef50_X2JJA8 Autophagy-related 8a, isoform B n=26 Tax=Protostomia TaxID=33317 RepID=X2JJA8_DROME
ATLV01026002.1	UniRef50_A0A8S1E496	95.3	86	4	0	1	258	348	433	4.00E-40	171.4	UniRef50_A0A8S1E496 Uncharacterized protein n=1 Tax=Cloeon dipterum TaxID=197152 RepID=A0A8S1E496_9INSE
ATLV01026002.1	UniRef50_A0A8S1CFF2	95.3	85	4	0	1	255	778	862	2.00E-39	169.1	UniRef50_A0A8S1CFF2 Exocyst complex component Sec6 n=6 Tax=Pterygota TaxID=7496 RepID=A0A8S1CFF2_9INSE
ATLV01026002.1	UniRef50_A0A834NTK4	93	86	6	0	1	258	584	669	2.00E-39	169.1	UniRef50_A0A834NTK4 Uncharacterized protein n=1 Tax=Vespula germanica TaxID=30212 RepID=A0A834NTK4_VESGE
ATLV01023821.1	UniRef50_A0A182IPG7	96.6	89	2	1	10	273	71	159	1.10E-40	173.3	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
ATLV01023821.1	UniRef50_O97102	88.6	88	10	0	10	273	1	88	1.50E-37	162.9	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ATLV01023821.1	UniRef50_B4MZ19	88.6	88	10	0	10	273	1	88	2.60E-37	162.2	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ATLV01023821.1	UniRef50_A0A1A9WAF4	86.4	88	12	0	10	273	18	105	1.70E-36	159.5	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
